Name,Event Name,Date,Time,Level,Race Id,Athlete's Club,Entry Club,Place,Seat No.,Seat,Status,Adj. Time
"Taylor, Oliver",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Henley RC,Henley RC,19,2,2,Finished,6:08.646
"Wallace, James",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Henley RC,Henley RC,19,3,3,Finished,6:08.646
"Yolland, John",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Henley RC,Henley RC,19,4,Stroke,Finished,6:08.646
"Biggs, Dylan",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Marlow RC,Marlow RC,20,1,Bow,Finished,6:09.020
"Zandonati, Ben",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Marlow RC,Marlow RC,20,2,2,Finished,6:09.020
"Spennewyn, Harry",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Marlow RC,Marlow RC,20,3,3,Finished,6:09.020
"Treasure, Will",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Marlow RC,Marlow RC,20,4,Stroke,Finished,6:09.020
"Rae Smith, Edward",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Radley College,Radley College,21,1,Bow,Finished,6:09.031
"Gissen, Matthew",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Radley College,Radley College,21,2,2,Finished,6:09.031
"Dunlap, Max",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Radley College,Radley College,21,3,3,Finished,6:09.031
"Rawlinson, Felix",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Radley College,Radley College,21,4,Stroke,Finished,6:09.031
"Avaliani, Tornike",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,RGS High Wycombe,RGS High Wycombe,22,1,Bow,Finished,6:09.531
"Huntley, Duncan",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,RGS High Wycombe,RGS High Wycombe,22,2,2,Finished,6:09.531
"Forster, James",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,RGS High Wycombe,RGS High Wycombe,22,3,3,Finished,6:09.531
"Hinves, Benjamin",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,RGS High Wycombe,RGS High Wycombe,22,4,Stroke,Finished,6:09.531
"Fieldhouse, Harry",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,23,1,Bow,Finished,6:10.191
"Butler, Edward",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,23,2,2,Finished,6:10.191
"Suphi, Ardan",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,23,3,3,Finished,6:10.191
"Cockett, Henry",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,23,4,Stroke,Finished,6:10.191
"Stanford Meisl, Rafe",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hinksey Sculling Sch,Hinksey Sculling Sch,24,1,Bow,Finished,6:12.316
"Clark, Andrew",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hinksey Sculling Sch,Hinksey Sculling Sch,24,2,2,Finished,6:12.316
"Wakefield, William",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hinksey Sculling Sch,Hinksey Sculling Sch,24,3,3,Finished,6:12.316
"Cannons, Stanley",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hinksey Sculling Sch,Hinksey Sculling Sch,24,4,Stroke,Finished,6:12.316
"Nur, Bobby",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,25,1,Bow,Finished,6:13.684
"Bridge, Oliver",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,25,2,2,Finished,6:13.684
"Andrews, Benjamin",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,25,3,3,Finished,6:13.684
"Wright, George",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,25,4,Stroke,Finished,6:13.684
"Tajeddin, Saami",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,26,1,Bow,Finished,6:15.345
"Hussey, Ben",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,26,2,2,Finished,6:15.345
"De Meeã»s D'argenteuil, Thomas",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,26,3,3,Finished,6:15.345
"Roberts, Adam",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,26,4,Stroke,Finished,6:15.345
"D'souza, Ayman",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,27,1,Bow,Finished,6:18.918
"Wendler, Lasse",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,27,2,2,Finished,6:18.918
"Smith, Archie",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,27,3,3,Finished,6:18.918
"Caulfield, Harry",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,27,4,Stroke,Finished,6:18.918
"Marwood, Tom",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,28,1,Bow,Finished,6:19.440
"Kitchen, Guy",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,28,2,2,Finished,6:19.440
"Zagorac, Leo",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,28,3,3,Finished,6:19.440
"Olby, Ollie",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,28,4,Stroke,Finished,6:19.440
"Lord, Harry",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Newark RC,Newark RC,29,1,Bow,Finished,6:19.872
"West, Harry",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Newark RC,Newark RC,29,2,2,Finished,6:19.872
"Bowes, Joseph",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Newark RC,Newark RC,29,3,3,Finished,6:19.872
"Molinario, Harry",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Newark RC,Newark RC,29,4,Stroke,Finished,6:19.872
"Collins, Byron",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,30,1,Bow,Finished,6:24.264
"Hempsall, Huckleberry",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,30,2,2,Finished,6:24.264
"Prior, George",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,30,3,3,Finished,6:24.264
"Gray, Josh",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,30,4,Stroke,Finished,6:24.264
"MacLennan, James",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,George Heriot's School Rowing Club,George Heriot's School Rowing Club,31,1,Bow,Finished,6:33.370
"Josh, Jenkins",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,George Heriot's School Rowing Club,George Heriot's School Rowing Club,31,2,2,Finished,6:33.370
"Lloyd, Tom",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,George Heriot's School Rowing Club,George Heriot's School Rowing Club,31,3,3,Finished,6:33.370
"Anderson, Ewen",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,George Heriot's School Rowing Club,George Heriot's School Rowing Club,31,4,Stroke,Finished,6:33.370
"Goring, Matthew",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Bishop Vesey S G Sch. RC,Bishop Vesey S G Sch. RC,32,1,Bow,Finished,6:34.123
"Priestley, Tommo",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Bishop Vesey S G Sch. RC,Bishop Vesey S G Sch. RC,32,2,2,Finished,6:34.123
"Bird, Joss",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Bishop Vesey S G Sch. RC,Bishop Vesey S G Sch. RC,32,3,3,Finished,6:34.123
"Burrows, Matthew",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Bishop Vesey S G Sch. RC,Bishop Vesey S G Sch. RC,32,4,Stroke,Finished,6:34.123
"Warren, Ossian",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Fulham Reach,Fulham Reach,33,1,Bow,Finished,6:53.848
"Dike-Lawlor, Aidan",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Fulham Reach,Fulham Reach,33,2,2,Finished,6:53.848
"Brading, Samuel",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Fulham Reach,Fulham Reach,33,3,3,Finished,6:53.848
"Taylor, Alexander",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Fulham Reach,Fulham Reach,33,4,Stroke,Finished,6:53.848
"Barber, Jamie",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Bishop Vesey S G Sch. RC,Bishop Vesey S G Sch. RC,34,1,Bow,Finished,7:15.271
"Powell, Chester",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Bishop Vesey S G Sch. RC,Bishop Vesey S G Sch. RC,34,2,2,Finished,7:15.271
"Horn, James",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Bishop Vesey S G Sch. RC,Bishop Vesey S G Sch. RC,34,3,3,Finished,7:15.271
"Berry, Matthew",Junior Quadruple Sculls,6/23/2018,10:42 AM,Time Trial,TT 1,Bishop Vesey S G Sch. RC,Bishop Vesey S G Sch. RC,34,4,Stroke,Finished,7:15.271
"Fieth, Jonny",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,0,0,Coxswain,DNS,
"Smith, Robert",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,0,1,Bow,DNS,
"Muller, Henry",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,0,2,2,DNS,
"Nash, Joseph",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,0,3,3,DNS,
"Wilmot, Daniel",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,0,4,4,DNS,
"Dobson, Gabriel",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,0,5,5,DNS,
"Jersing, Bryce",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,0,6,6,DNS,
"Hall, Charles",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,0,7,7,DNS,
"Stammers, James",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,0,8,Stroke,DNS,
"Perry, Oliver",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Eton Coll,Eton Coll,0,0,Coxswain,DNS,
"Hodson, James",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Eton Coll,Eton Coll,0,1,Bow,DNS,
"Rorke, Kuttel",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Eton Coll,Eton Coll,0,2,2,DNS,
"Vignial, Pierre",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Eton Coll,Eton Coll,0,3,3,DNS,
"Nunayon, Simon",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Eton Coll,Eton Coll,0,4,4,DNS,
"Taylor, Richard",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Eton Coll,Eton Coll,0,5,5,DNS,
"Rusis, Alex",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Eton Coll,Eton Coll,0,6,6,DNS,
"Pooley, Henry",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Eton Coll,Eton Coll,0,7,7,DNS,
"Power, Kian",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Eton Coll,Eton Coll,0,8,Stroke,DNS,
"Thompson, Ryan",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Pangbourne Coll,Pangbourne Coll,0,0,Coxswain,DNS,
"Rogers, Jack",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Pangbourne Coll,Pangbourne Coll,0,1,Bow,DNS,
"Wiethoff, Tim",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Pangbourne Coll,Pangbourne Coll,0,2,2,DNS,
"Bullen, Charles",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Pangbourne Coll,Pangbourne Coll,0,3,3,DNS,
"Wahlberg, Felix",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Pangbourne Coll,Pangbourne Coll,0,4,4,DNS,
"Digby, Edward",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Pangbourne Coll,Pangbourne Coll,0,5,5,DNS,
"Garnier, Philip",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Pangbourne Coll,Pangbourne Coll,0,6,6,DNS,
"Edmondson, Tom",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Pangbourne Coll,Pangbourne Coll,0,7,7,DNS,
"Symons, Barnaby",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Pangbourne Coll,Pangbourne Coll,0,8,Stroke,DNS,
"Marcus, Charlie",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,1,0,Coxswain,Finished,5:38.068
"Turner, Matthew",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,1,1,Bow,Finished,5:38.068
"Downey, Bill",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,1,2,2,Finished,5:38.068
"Ladhur, Piero",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,1,3,3,Finished,5:38.068
"O'Loughlin, Harry",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,1,4,4,Finished,5:38.068
"Cross, Tom",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,1,5,5,Finished,5:38.068
"Hamilton, Matthew",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,1,6,6,Finished,5:38.068
"Woodall, Oli",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,1,7,7,Finished,5:38.068
"Davis, Tom",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Hampton Sch BC,Hampton Sch BC,1,8,Stroke,Finished,5:38.068
"Gomez, Chamitha",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,2,0,Coxswain,Finished,5:41.922
"Betteley, Calum",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,2,1,Bow,Finished,5:41.922
"Thompson, George",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,2,2,2,Finished,5:41.922
"Iggo, Felix",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,2,3,3,Finished,5:41.922
"Keller, Cameron",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,2,4,4,Finished,5:41.922
"Tyrrell, Joshua",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,2,5,5,Finished,5:41.922
"Olsen, Oscar",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,2,6,6,Finished,5:41.922
"Oldroyd, Dominic",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,2,7,7,Finished,5:41.922
"King, Rufus",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,2,8,Stroke,Finished,5:41.922
"Foster, Alexander",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,0,Coxswain,Finished,5:42.770
"Wickham, Max",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,1,Bow,Finished,5:42.770
"Wagstaff, Thomas",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,2,2,Finished,5:42.770
"Wright, Henry",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,3,3,Finished,5:42.770
"Davison, Alexander",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,4,4,Finished,5:42.770
"Baroudel, Gaspard",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,5,5,Finished,5:42.770
"Barrow, Hal",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,6,6,Finished,5:42.770
"Crosbie, Hector",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,7,7,Finished,5:42.770
"Budhdeo, Krishan",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,8,Stroke,Finished,5:42.770
"Allen, Edward",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Gt Marlow Sch,Gt Marlow Sch,4,0,Coxswain,Finished,5:43.556
"Lasson, Toby",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Gt Marlow Sch,Gt Marlow Sch,4,1,Bow,Finished,5:43.556
"Cornwell, Jake",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Gt Marlow Sch,Gt Marlow Sch,4,2,2,Finished,5:43.556
"Petrea, Robert",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Gt Marlow Sch,Gt Marlow Sch,4,3,3,Finished,5:43.556
"Westfold, Jamie-Jack",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Gt Marlow Sch,Gt Marlow Sch,4,4,4,Finished,5:43.556
"Ivers-Dreux, Blaise",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Gt Marlow Sch,Gt Marlow Sch,4,5,5,Finished,5:43.556
"McKenzie, Josh",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Gt Marlow Sch,Gt Marlow Sch,4,6,6,Finished,5:43.556
"Emmett-Bird, Oliver",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Gt Marlow Sch,Gt Marlow Sch,4,7,7,Finished,5:43.556
"Peace, Oliver",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Gt Marlow Sch,Gt Marlow Sch,4,8,Stroke,Finished,5:43.556
"Toms, Angus",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,5,0,Coxswain,Finished,5:45.252
"Udy, Olly",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,5,1,Bow,Finished,5:45.252
"Hook, Harry",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,5,2,2,Finished,5:45.252
"Bacic, Declan",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,5,3,3,Finished,5:45.252
"Brook, James",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,5,4,4,Finished,5:45.252
"Tremelling, William",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,5,5,5,Finished,5:45.252
"Tremelling, Matthew",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,5,6,6,Finished,5:45.252
"Steel, Duncan",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,5,7,7,Finished,5:45.252
"Elliot, John",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Norwich Sch,Norwich Sch,5,8,Stroke,Finished,5:45.252
"Cuaycong, Gabriel",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Winchester Coll,Winchester Coll,6,0,Coxswain,Finished,5:49.123
"Hayes, Liam",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Winchester Coll,Winchester Coll,6,1,Bow,Finished,5:49.123
"Marcotty, Theo",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Winchester Coll,Winchester Coll,6,2,2,Finished,5:49.123
"Holder, Alfred",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Winchester Coll,Winchester Coll,6,3,3,Finished,5:49.123
"Allison, Charles",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Winchester Coll,Winchester Coll,6,4,4,Finished,5:49.123
"Garlick, Kareek",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Winchester Coll,Winchester Coll,6,5,5,Finished,5:49.123
"Stevens, Austin",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Winchester Coll,Winchester Coll,6,6,6,Finished,5:49.123
"Ryan, Joseph",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Winchester Coll,Winchester Coll,6,7,7,Finished,5:49.123
"Davidson, Jonathan",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Winchester Coll,Winchester Coll,6,8,Stroke,Finished,5:49.123
"Stone, Henry",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Oratory Sch,Oratory Sch,7,0,Coxswain,Finished,5:55.696
"Haitzmann, Lukas",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Oratory Sch,Oratory Sch,7,1,Bow,Finished,5:55.696
"Parris, Jude",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Oratory Sch,Oratory Sch,7,2,2,Finished,5:55.696
"Anidjah, Joseph",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Oratory Sch,Oratory Sch,7,3,3,Finished,5:55.696
"Bisdee, Joshua",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Oratory Sch,Oratory Sch,7,4,4,Finished,5:55.696
"Doherty, William",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Oratory Sch,Oratory Sch,7,5,5,Finished,5:55.696
"Tritton, Edward",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Oratory Sch,Oratory Sch,7,6,6,Finished,5:55.696
"Bateman, Thomas",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Oratory Sch,Oratory Sch,7,7,7,Finished,5:55.696
"Kibble, Louis",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Oratory Sch,Oratory Sch,7,8,Stroke,Finished,5:55.696
"Wilde, Zachary",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,8,0,Coxswain,Finished,5:55.772
"Paul, Rajesh",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,8,1,Bow,Finished,5:55.772
"Herbert, Joseph",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,8,2,2,Finished,5:55.772
"Walker, Joseph",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,8,3,3,Finished,5:55.772
"Thorton, William",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,8,4,4,Finished,5:55.772
"Mulkerrins, Glen",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,8,5,5,Finished,5:55.772
"Hodgkiss, Sam",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,8,6,6,Finished,5:55.772
"Rowe, Thomas",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,8,7,7,Finished,5:55.772
"Colliver, Jack",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,8,8,Stroke,Finished,5:55.772
"Hannaford, Alistair",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,St Georges Coll,St Georges Coll,9,0,Coxswain,Finished,5:56.200
"Notter, Joshua James",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,St Georges Coll,St Georges Coll,9,1,Bow,Finished,5:56.200
"Edwards, Thomas",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,St Georges Coll,St Georges Coll,9,2,2,Finished,5:56.200
"Cullen, Conor",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,St Georges Coll,St Georges Coll,9,3,3,Finished,5:56.200
"Noyes, Connor",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,St Georges Coll,St Georges Coll,9,4,4,Finished,5:56.200
"Owen, Samuel",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,St Georges Coll,St Georges Coll,9,5,5,Finished,5:56.200
"Hall, Max",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,St Georges Coll,St Georges Coll,9,6,6,Finished,5:56.200
"Priechenfried, Dexter",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,St Georges Coll,St Georges Coll,9,7,7,Finished,5:56.200
"Stewart, Felix",School/Junior Eights,6/23/2018,10:59 AM,Time Trial,TT 1,St Georges Coll,St Georges Coll,9,8,Stroke,Finished,5:56.200
