Name,Event Name,Date,Time,Level,Race Id,Athlete's Club,Entry Club,Place,Seat No.,Seat,Status,Adj. Time
"Cameron, Jonathan",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Leander,Leander,6,5,5,Finished,5:34.946
"Fox, James",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Leander,Leander,6,6,6,Finished,5:34.946
"Ray, Chris",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Leander,Leander,6,7,7,Finished,5:34.946
"Woodward-Fisher, Bertie",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Leander,Leander,6,8,Stroke,Finished,5:34.946
"Ramambason, Hugo",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,7,0,Coxswain,Finished,5:38.437
"Bradbury, George",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,7,1,Bow,Finished,5:38.437
"Kerr, Cameron",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,7,2,2,Finished,5:38.437
"Vystavel, Frederic",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,7,3,3,Finished,5:38.437
"Meijer, Sam",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,7,4,4,Finished,5:38.437
"Plaut, Nicholas",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,7,5,5,Finished,5:38.437
"Stocker, Oswald",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,7,6,6,Finished,5:38.437
"Plaut, James",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,7,7,7,Finished,5:38.437
"Arzt-Jones, Oskar",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,7,8,Stroke,Finished,5:38.437
"Masters, Lucy",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Agecroft,Agecroft,8,0,Coxswain,Finished,5:38.678
"Thomas, Andrew",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Agecroft,Agecroft,8,1,Bow,Finished,5:38.678
"Hollis, Tristan",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Agecroft,Agecroft,8,2,2,Finished,5:38.678
"Buckley, Thomas",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Agecroft,Agecroft,8,3,3,Finished,5:38.678
"O'Neill, Rory",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Agecroft,Agecroft,8,4,4,Finished,5:38.678
"Szekely, Sean",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Agecroft,Agecroft,8,5,5,Finished,5:38.678
"Ford, John",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Agecroft,Agecroft,8,6,6,Finished,5:38.678
"Adey-Johnson, Benedict",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Agecroft,Agecroft,8,7,7,Finished,5:38.678
"Roe, Jack",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Agecroft,Agecroft,8,8,Stroke,Finished,5:38.678
"Wilkinson, Kim",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,London RC,London RC,9,0,Coxswain,Finished,5:38.863
"Thomas, Sebastien",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,London RC,London RC,9,1,Bow,Finished,5:38.863
"Wing, Dylan",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,London RC,London RC,9,2,2,Finished,5:38.863
"Hale, Todd",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,London RC,London RC,9,3,3,Finished,5:38.863
"Neeld, Thomas",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,London RC,London RC,9,4,4,Finished,5:38.863
"Monaghan, Tom",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,London RC,London RC,9,5,5,Finished,5:38.863
"Saunders, Jamie",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,London RC,London RC,9,6,6,Finished,5:38.863
"Reeder, Matthew",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,London RC,London RC,9,7,7,Finished,5:38.863
"Vitale, Lucas",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,London RC,London RC,9,8,Stroke,Finished,5:38.863
"MacPhee, Ruaridh",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,10,0,Coxswain,Finished,5:43.824
"Hogan, Rob",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,10,1,Bow,Finished,5:43.824
"Blake, Sean",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,10,2,2,Finished,5:43.824
"Muscroft, Robert",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,10,3,3,Finished,5:43.824
"Budenberg, James",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,10,4,4,Finished,5:43.824
"Beckett, Edward",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,10,5,5,Finished,5:43.824
"Brown, Kieran",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,10,6,6,Finished,5:43.824
"Hodgson, Robert",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,10,7,7,Finished,5:43.824
"Anderson, Samuel",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,10,8,Stroke,Finished,5:43.824
"Hing, Adele",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Kingston RC,Kingston RC,11,0,Coxswain,Finished,5:44.065
"Bedford, Andrew",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Kingston RC,Kingston RC,11,1,Bow,Finished,5:44.065
"Wales, Peter",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Kingston RC,Kingston RC,11,2,2,Finished,5:44.065
"Webber, Jonathan",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Kingston RC,Kingston RC,11,3,3,Finished,5:44.065
"Tunbridge, Sam",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Kingston RC,Kingston RC,11,4,4,Finished,5:44.065
"Spurling, Cameron",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Kingston RC,Kingston RC,11,5,5,Finished,5:44.065
"Bedford-Payne, Hal",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Kingston RC,Kingston RC,11,6,6,Finished,5:44.065
"Pepper, Nick",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Kingston RC,Kingston RC,11,7,7,Finished,5:44.065
"Fellows, George",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Kingston RC,Kingston RC,11,8,Stroke,Finished,5:44.065
"Armstrong, Sarah",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Royal Chester,Royal Chester,12,0,Coxswain,Finished,5:44.623
"Fletcher-Hunt, Joseph",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Royal Chester,Royal Chester,12,1,Bow,Finished,5:44.623
"Constantinou, Alexander",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Royal Chester,Royal Chester,12,2,2,Finished,5:44.623
"McGarva, Henry William",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Royal Chester,Royal Chester,12,3,3,Finished,5:44.623
"Hunter, Harrison",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Royal Chester,Royal Chester,12,4,4,Finished,5:44.623
"Rushton, Thomas",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Royal Chester,Royal Chester,12,5,5,Finished,5:44.623
"Harte, Henry",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Royal Chester,Royal Chester,12,6,6,Finished,5:44.623
"McGarva, John Hedley",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Royal Chester,Royal Chester,12,7,7,Finished,5:44.623
"Morgan, Fraser",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Royal Chester,Royal Chester,12,8,Stroke,Finished,5:44.623
"Searle, Beatrice",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,13,0,Coxswain,Finished,5:45.842
"Lowe, Christopher",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,13,1,Bow,Finished,5:45.842
"Kirkbride, James",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,13,2,2,Finished,5:45.842
"Bowen, Dan",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,13,3,3,Finished,5:45.842
"Mergenthaler, Matthias",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,13,4,4,Finished,5:45.842
"Bathe-Taylor, S",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,13,5,5,Finished,5:45.842
"Reilly, Hugh",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,13,6,6,Finished,5:45.842
"Shimmin, Harry",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,13,7,7,Finished,5:45.842
"Hanson, James",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,13,8,Stroke,Finished,5:45.842
"Taylor, Hannah",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,14,0,Coxswain,Finished,5:47.808
"Oliver, Harrison",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,14,1,Bow,Finished,5:47.808
"Holt, Benjamin",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,14,2,2,Finished,5:47.808
"Spencer, Alex",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,14,3,3,Finished,5:47.808
"Willcox, David",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,14,4,4,Finished,5:47.808
"Lambe, Henry",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,14,5,5,Finished,5:47.808
"Johnson, Edward",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,14,6,6,Finished,5:47.808
"Stroud-Turp, Barnaby",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,14,7,7,Finished,5:47.808
"Trevena, Michael",Championship 8+,6/17/2017,10:32 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,14,8,Stroke,Finished,5:47.808
"Carpenter, Tom",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Gloucester Hartpury,Gloucester Hartpury,0,1,Bow,Finished,
"Jeacock, Simon",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Gloucester Hartpury,Gloucester Hartpury,0,2,2,Finished,
"MacKman, James",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Gloucester Hartpury,Gloucester Hartpury,0,3,3,Finished,
"Stonehouse, Luca",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Gloucester Hartpury,Gloucester Hartpury,0,4,Stroke,Finished,
"Duncalf, Anthony",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Lea RC,Lea RC,0,1,Bow,Scratch,
"Sommerville  Yesufu, Morton",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Lea RC,Lea RC,0,2,2,Scratch,
"Donald, Becan",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Lea RC,Lea RC,0,3,3,Scratch,
"Badcott, Alexander",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Lea RC,Lea RC,0,4,Stroke,Scratch,
"Howlett, Lewis",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,0,1,Bow,DNS,
"Hughes, Stephen",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,0,2,2,DNS,
"O'Connor, Seth",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,0,3,3,DNS,
"Collett, Sergio",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,0,4,Stroke,DNS,
"Fairman, Connor",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Marlow RC,Marlow RC,0,1,Bow,Scratch,
"Long, Sam",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Marlow RC,Marlow RC,0,2,2,Scratch,
"Wolfin, Joe",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Marlow RC,Marlow RC,0,3,3,Scratch,
"Simon, Ben",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Marlow RC,Marlow RC,0,4,Stroke,Scratch,
"Shewell, Thomas",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Windsor Boys Sch,Windsor Boys Sch,0,1,Bow,DNS,
"Workman, Isaac",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Windsor Boys Sch,Windsor Boys Sch,0,2,2,DNS,
"Bodkin, Sam",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Windsor Boys Sch,Windsor Boys Sch,0,3,3,DNS,
"Ellery, Bryn",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Windsor Boys Sch,Windsor Boys Sch,0,4,Stroke,DNS,
"Rowe, Harrison",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,1,1,Bow,Finished,5:55.939
"Kemp, Elliott",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,1,2,2,Finished,5:55.939
"Marshall, Edoardo",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,1,3,3,Finished,5:55.939
"Kleshnev, Victor",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,1,4,Stroke,Finished,5:55.939
"Baker, Sam",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Globe,Globe,2,1,Bow,Finished,5:59.216
"Offiler, Jake",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Globe,Globe,2,2,2,Finished,5:59.216
"Sullivan, Callum",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Globe,Globe,2,3,3,Finished,5:59.216
"Sullivan, Dominic",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Globe,Globe,2,4,Stroke,Finished,5:59.216
"Dubin, Will",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,1,Bow,Finished,6:00.754
"Jones, Henry",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,2,2,Finished,6:00.754
"Allen, William",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,3,3,Finished,6:00.754
"Santos, Pedro",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Westminster Sch,Westminster Sch,3,4,Stroke,Finished,6:00.754
"Daniell, Christopher",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,4,1,Bow,Finished,6:01.035
"Whitfield, Oliver",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,4,2,2,Finished,6:01.035
"Few, David",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,4,3,3,Finished,6:01.035
"Placidi, Thomas",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,4,4,Stroke,Finished,6:01.035
"Herring, Isaac",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Gloucester Hartpury,Gloucester Hartpury,5,1,Bow,Finished,6:02.142
"James, Jacob",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Gloucester Hartpury,Gloucester Hartpury,5,2,2,Finished,6:02.142
"Cartwright, James",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Gloucester Hartpury,Gloucester Hartpury,5,3,3,Finished,6:02.142
"Heath, Alfred",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Gloucester Hartpury,Gloucester Hartpury,5,4,Stroke,Finished,6:02.142
"Hatteland-Dunn, Luke",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,6,1,Bow,Finished,6:04.656
"Christie, Cameron",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,6,2,2,Finished,6:04.656
"Jonas, Marcus",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,6,3,3,Finished,6:04.656
"Joss, Laurence",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,6,4,Stroke,Finished,6:04.656
"McChesney, Oliver",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,7,1,Bow,Finished,6:04.813
"Mayhew, Nicholas",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,7,2,2,Finished,6:04.813
"Morgan, Matthew",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,7,3,3,Finished,6:04.813
"Phelps, James",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,7,4,Stroke,Finished,6:04.813
"Devereux, Miles",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,8,1,Bow,Finished,6:06.086
"Butcher, Hadley",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,8,2,2,Finished,6:06.086
"Willis, Joe",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,8,3,3,Finished,6:06.086
"Smeeton, Benjamin",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,8,4,Stroke,Finished,6:06.086
"Taylor, Oliver",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Henley RC,Henley RC,9,1,Bow,Finished,6:06.584
"Swinburn, James",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Henley RC,Henley RC,9,2,2,Finished,6:06.584
"Turnell, Bruce",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Henley RC,Henley RC,9,3,3,Finished,6:06.584
"Issa, Balthasar",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Henley RC,Henley RC,9,4,Stroke,Finished,6:06.584
"Crouchley, George",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Northwich RC,Northwich RC,10,1,Bow,Finished,6:07.387
"Dudley, Kevin",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Northwich RC,Northwich RC,10,2,2,Finished,6:07.387
"Coffey, Rhys",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Northwich RC,Northwich RC,10,3,3,Finished,6:07.387
"Burke, Joshua",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Northwich RC,Northwich RC,10,4,Stroke,Finished,6:07.387
"O'Mahony, Sean",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,11,1,Bow,Finished,6:07.980
"Somerville, Daniel",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,11,2,2,Finished,6:07.980
"Smith, William",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,11,3,3,Finished,6:07.980
"O'Connor, Ethan",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,11,4,Stroke,Finished,6:07.980
"Potter, Ruairi",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,George Watsons Coll,George Watsons Coll,12,1,Bow,Finished,6:10.693
"Milne, Alexander",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,George Watsons Coll,George Watsons Coll,12,2,2,Finished,6:10.693
"Chisholm, Alexander",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,George Watsons Coll,George Watsons Coll,12,3,3,Finished,6:10.693
"Mainland, Fergus",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,George Watsons Coll,George Watsons Coll,12,4,Stroke,Finished,6:10.693
"Smith, Aidan",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Marlow RC,Marlow RC,13,1,Bow,Finished,6:10.859
"Marshall, Luke",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Marlow RC,Marlow RC,13,2,2,Finished,6:10.859
"Long, Joe",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Marlow RC,Marlow RC,13,3,3,Finished,6:10.859
"Treasure, Will",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Marlow RC,Marlow RC,13,4,Stroke,Finished,6:10.859
"Kavanagh, Sam",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,14,1,Bow,Finished,6:13.068
"Mulkerrins, Glen",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,14,2,2,Finished,6:13.068
"Ventisei, Alex",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,14,3,3,Finished,6:13.068
"Colliver, Jack",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,14,4,Stroke,Finished,6:13.068
"Kirk, Archie",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Globe,Globe,15,1,Bow,Finished,6:15.550
"Watson-Gandy, James",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Globe,Globe,15,2,2,Finished,6:15.550
"Richardson, Ronald",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Globe,Globe,15,3,3,Finished,6:15.550
"Howard, Peter",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Globe,Globe,15,4,Stroke,Finished,6:15.550
"Jonas, Alexander",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,16,1,Bow,Finished,6:17.344
"De St Croix, William",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,16,2,2,Finished,6:17.344
"Fattouh, Sam",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,16,3,3,Finished,6:17.344
"Hill, Alfie",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,16,4,Stroke,Finished,6:17.344
"Smith, Teddy",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,17,1,Bow,Finished,6:18.189
"Calato, Bruno",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,17,2,2,Finished,6:18.189
"Majumdar, Rohit",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,17,3,3,Finished,6:18.189
"Kaminov, Alexandre",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,17,4,Stroke,Finished,6:18.189
"Orr, Anthony",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Oundle Sch,Oundle Sch,18,1,Bow,Finished,6:20.642
"Freij, Zac",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Oundle Sch,Oundle Sch,18,2,2,Finished,6:20.642
"Chapman, Oliver",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Oundle Sch,Oundle Sch,18,3,3,Finished,6:20.642
"Davis Gimeno, Cosmo",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Oundle Sch,Oundle Sch,18,4,Stroke,Finished,6:20.642
"Smith, Dominic",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Sir W Borlase s GS BC,Sir W Borlase s GS BC,19,1,Bow,Finished,6:22.708
"Fisher, Evan",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Sir W Borlase s GS BC,Sir W Borlase s GS BC,19,2,2,Finished,6:22.708
"Jones, Matthew",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Sir W Borlase s GS BC,Sir W Borlase s GS BC,19,3,3,Finished,6:22.708
"Paskins, Ben",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Sir W Borlase s GS BC,Sir W Borlase s GS BC,19,4,Stroke,Finished,6:22.708
"Maljkovic, Milan",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Lon Oratory Sch,Lon Oratory Sch,20,1,Bow,Finished,6:23.082
"Dickens, Benjamin",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Lon Oratory Sch,Lon Oratory Sch,20,2,2,Finished,6:23.082
"Plantenga, Marc",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Lon Oratory Sch,Lon Oratory Sch,20,3,3,Finished,6:23.082
"Sinclair, Alexander",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Lon Oratory Sch,Lon Oratory Sch,20,4,Stroke,Finished,6:23.082
"Storey, Milo",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,21,1,Bow,Finished,6:24.295
"Mac-Fall, Ambrose",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,21,2,2,Finished,6:24.295
"Okuka, Stefan",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,21,3,3,Finished,6:24.295
"Lewis, John",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,21,4,Stroke,Finished,6:24.295
"Cannons, Stanley",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Hinksey Sculling Sch,Hinksey Sculling Sch,22,1,Bow,Finished,6:27.833
"Stanford Meisl, Rafe",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Hinksey Sculling Sch,Hinksey Sculling Sch,22,2,2,Finished,6:27.833
"Clark, Andrew",J18 4x-,6/17/2017,10:38 AM,Time Trial,TT 1,Hinksey Sculling Sch,Hinksey Sculling Sch,22,3,3,Finished,6:27.833
